Time (s),Acceleration_mm_s2,Velocity_mm_s,Displacement_mm
0.85,-673.2100279513944,93.6079715229514,7.393023876039705
0.86,-243.31627604400967,89.02534000297439,8.264659481500985
0.87,183.2340883305308,88.724929064407,9.107643772703703
0.88,316.6632802125331,91.2244159071223,9.957353545073541
0.89,109.575795883582,93.35561128760288,10.82585241264193
0.9,-200.70137831061984,92.8999833754677,11.698344734027495
0.91,-342.4726021084066,90.18411347337256,12.550696392180337
0.92,-173.32038708425685,87.60514852740924,13.372444488673322
0.93,222.9811146194628,87.85345216508527,14.178488804675114
0.94,575.2837496777971,91.84477648657158,15.001595048193732
0.95,643.7380985681222,97.93988572780117,15.870765767469269
0.96,386.5662914778002,103.09140767803078,16.79154262332594
0.97,-45.83734982136816,104.79505238631293,17.74182004902942
0.98,-372.1001147753079,102.70536506332955,18.68542552559625
0.99,-450.8660638666569,98.59053417011972,19.59344549665468
1.0,-321.2826809760165,94.72979044590636,20.457246884136136
1.01,-198.88111755232524,92.12897145326465,21.284582990163834
1.02,-299.4227809728189,89.63745196063893,22.082448031697183
1.03,-653.190592029546,84.8743850956271,22.84023218089362
1.04,-1088.9296836103863,76.16378371742744,23.5271959098341
1.05,-1343.9701489576198,63.999284554587405,24.106871194938204
1.06,-1241.6939496852494,51.07096406137306,24.558811325827914
1.07,-830.1534251026327,40.71172718743365,24.892636158161586
1.08,-352.3175947531453,34.79937208815476,25.143840696266828
1.09,-83.45794741477452,32.62049437731516,25.353535328451205
1.1,-122.51081613851666,31.590650559548706,25.546218097869843
1.11,-340.2894619009237,29.276649169351504,25.72130182353177
1.12,-461.0913400410796,25.269745159641488,25.86406362620085
1.13,-271.4473999386691,21.607051459742745,25.967955371251282
1.14,202.87428403694412,21.26418588023412,26.051400000161415
1.15,673.3152601014225,25.645133600925952,26.154516864579374
1.16,801.3308643469098,33.018364223167616,26.315595181931343
1.17,452.885820668162,39.28944764824298,26.543748570081952
1.18,-199.810911801981,40.55482219257388,26.808255069689604
1.19,-719.0994713547923,35.96027027679001,27.05487637937624
1.2,-774.886328921946,28.490341275406323,27.24024378995154
1.21,-373.0165857593045,22.75082670200007,27.35896738168937
1.22,31.10721454541593,21.041279845930625,27.44003827485688
1.23,-233.68707646090536,20.028380536353176,27.50715964388446
1.24,-1623.019420168836,10.74484805320447,27.522720657898095
1.25,-3972.505376286541,-17.23277592907241,27.352829613426163
1.26,-6439.438204494282,-69.29249383297653,26.785602248292836
1.27,-7799.634968650771,-140.4878596987018,25.608016978231273
1.28,-7082.555545110191,-214.89881226750663,23.711928200308233
1.29,-4112.631723089884,-270.874748608507,21.17664509394852
1.3,321.5029262472963,-289.83039259271993,18.281253791002676
1.31,4762.123536201594,-264.4122602804755,15.432490324003517
1.32,7755.173469777495,-201.82577525058005,13.035793645616502
1.33,8491.179896111287,-120.59400842113614,11.36657625362163
1.34,7147.843933607319,-42.3988892725431,10.498853706327466
1.35,4678.222596156233,16.731443376274655,10.318663894461894
1.36,2289.3476692891068,51.569294703501356,10.606866746936472
1.37,838.2622897973309,67.20734449893355,11.144746193233903
1.38,491.417784652404,73.85574487118222,11.790811331884061
1.39,797.9993223281122,80.30283040608481,12.498796187229043
1.4,1100.567866247632,89.79566634896354,13.282542227649259
1.41,949.9338308841689,100.04817483462254,14.160602626399358
1.42,341.5911786002541,106.50579988204466,15.117405637482783
1.43,-366.9673142574523,106.37891920375867,16.100920086747237
1.44,-760.6056522295702,100.74105437132356,17.05083735484953
1.45,-669.3579541130375,93.59123633961052,17.932386314362184
1.46,-242.59718620029432,89.03146063804385,18.751272300254204
1.47,176.90886322354064,88.70301902316008,19.541744975067427
1.48,309.45054444530206,91.1348160615043,20.3387294797383
1.49,116.81070482006837,93.26612230783115,21.154430500727052
1.5,-200.1170143611148,92.84959076012592,21.9745840207365
1.51,-347.321778239748,90.1123967971216,22.77494698873012
1.52,-171.6787980016757,87.51739391591448,23.544780462583827
1.53,221.87584721786595,87.76837916199544,24.29910328133351
1.54,572.3231256177794,91.73937402617366,25.070658837037982
1.55,641.9628153387088,97.81080373095611,25.88831767719451
1.56,382.0352625110572,102.93079412020494,26.757565538118065
1.57,-38.75624581188328,104.6471892037008,27.656478177463903
1.58,-371.87545771674223,102.59403068605768,28.54922085552813
1.59,-450.5432510126517,98.48193714241071,29.406827691197122
1.6,-324.21754245952724,94.60813317504982,30.220416652570492
1.61,-201.34332383663167,91.98032884356903,30.997592167850264
1.62,-302.5113141822638,89.46105565347455,31.7452750948838
1.63,-654.8568774152554,84.67421469548695,32.452871689395465
1.64,-1089.6154299164882,75.95185315882823,33.0897220185237
1.65,-1345.651291237324,63.77551955305917,33.61941708767272
1.66,-1241.6457895813276,50.83903414896591,34.02152740690193
1.67,-828.7273432648323,40.48716848473511,34.305767627970084
1.68,-350.0384258566345,34.59333963912778,34.50776431774645
1.69,-75.15543437015025,32.467370337993856,34.6688525282939
1.7,-119.56830711503476,31.49375163056793,34.813714847446015
1.71,-342.572677367208,29.183046708156716,34.941513344943935
1.72,-459.9559034862421,25.170403803889464,35.037214194516636
1.73,-270.00045414688384,21.520622015723834,35.094315976996626
1.74,204.56233249559045,21.19343140746737,35.131346812892026
1.75,668.48575877868,25.558671863838722,35.188281792602325
1.76,802.9064589621679,32.915632952542964,35.30325005010082
1.77,446.81663448860775,39.16424841979684,35.48533120967771
1.78,-193.36087108344847,40.43152723682264,35.703893537521004
1.79,-720.2293577428654,35.86357609269107,35.90494220889774
1.8,-781.5915463182116,28.354471572385684,36.044902284987
1.81,-376.623426636164,22.563396707613805,36.11799416825506
1.82,30.364316971765685,20.832101159291813,36.153296799301636
1.83,-229.35082918068525,19.837168598247214,36.174859932348895
1.84,-1623.0322920147037,10.575252992270268,36.14528743009998
1.85,-3973.85414593416,-17.409179197474053,35.930562210078584
1.86,-6441.395815575612,-69.48542900502291,35.31860872322076
1.87,-7800.219747814372,-140.69350682197285,34.09637547386536
1.88,-7085.053011165023,-215.11987061686983,32.15572204373779
1.89,-4109.563916714127,-271.09295525626555,29.576034624800247
1.9,324.3388999409253,-290.01908034013155,26.63662207458417
1.91,4764.185965429542,-264.5764560132792,23.74432617085303
1.92,7751.990561535517,-201.9955733784539,21.304408693774892
1.93,8494.758600842113,-120.76182756656576,19.592168580604543
1.94,7149.369693411185,-42.54118609529927,18.681775244733746
1.95,4671.613068632458,16.563727714918947,18.459128513067682
1.96,2286.1937791818987,51.35276195399073,18.704717406605173
1.97,837.2632970366677,66.97004733508356,19.199849795785294
1.98,487.5773320409815,73.59425048047181,19.803157928438754
1.99,798.5920900076339,80.02509759071489,20.468398395450713
2.0,1099.9884702990537,89.51800039224833,21.209533315938703
2.01,949.859002925648,99.76723775837183,22.04517970915834
2.02,343.2644124303538,106.23285483515184,22.95980427126533
2.03,-365.28015077799,106.12277614341366,23.90147451402737
2.04,-760.5228314821314,100.49376123211306,24.809884414900473
2.05,-674.3605315961219,93.31934441672179,25.650055193428923
2.06,-244.74481557267816,88.72381768087779,26.427469648897333
2.07,177.10707990640657,88.38562900254642,27.176451797902878
2.08,311.20563251496753,90.82719256465329,27.932153326210173
2.09,116.41416124799272,92.96529153346809,28.70686016796728
2.1,-202.06620235719305,92.5370313279221,29.486199923362864
2.11,-348.3432554178908,89.78498403904668,30.245820950196713
2.12,-171.34049497711715,87.18656528707163,30.975025303343166
2.13,221.3185377691725,87.4364555010319,31.68889970524727
2.14,577.3232066852374,91.42966422330394,32.420314152349604
2.15,640.0746281801729,97.516653397631,33.198220511752
2.16,383.27252499033744,102.63338916348356,34.02797587093479
2.17,-40.67105920424623,104.34639649241402,34.887560425218204
2.18,-373.71160244683466,102.27448318415861,35.74106149948306
2.19,-450.049659770544,98.15567687307171,36.55949623827037
2.2,-318.67346247919977,94.31206126182299,37.334225754300114
2.21,-197.3660824081172,91.7318635373864,38.07312315140468
2.22,-294.8242434499944,89.27091190809584,38.783246343488926
2.23,-654.4837236768979,84.52437207246138,39.453961649574744
2.24,-1089.76782211302,75.80311434351178,40.054321086246325
2.25,-1343.9224641208316,63.63466291234252,40.54775242266297
2.26,-1242.8943324821369,50.700578929327676,40.91383148871195
2.27,-831.3999940591298,40.329107296621345,41.16213502024249
2.28,-353.3387122568079,34.40541376504166,41.32812858742304
2.29,-82.5031973882431,32.226204216816406,41.45298024394566
2.3000000000000003,-119.99732555030224,31.213701602123678,41.56132887417516
2.31,-339.3807509683317,28.91681121953051,41.652671531092004
2.32,-461.4946213625752,24.912434357875973,41.71220867018414
2.33,-264.9042570314921,21.280439965905636,41.73345717659403
2.34,202.9875780445703,20.970856570971026,41.73499009098202
2.35,673.0362106986609,25.350975514687182,41.756766255153266
2.36,805.0034654043097,32.74117389520204,41.8369908671917
2.37,450.29596058394674,39.01767102514332,41.98480616633445
2.38,-194.88757471521808,40.29471295448697,42.16946124580144
2.39,-716.5788527028589,35.737380817396584,42.33687360608756
2.4,-776.0623741953624,28.27417468290548,42.443646726671126
2.41,-376.3869258459731,22.511928182698803,42.48408935479414
2.42,34.91178742338946,20.804552490585884,42.48716839936975
2.43,-229.84038659515537,19.829909494727055,42.476889005749825
2.44,-1619.639429913743,10.582510412182563,42.41580634975795
2.45,-3970.510254804075,-17.368238011406525,42.16996832320301
2.46,-6443.838893341378,-69.4399837521338,41.527247578313386
2.47,-7800.1370931019155,-140.65986368435028,40.27436459942532
2.48,-7082.778570753666,-215.07444200362818,38.3032146056305
2.49,-4115.143802426483,-271.06405386952895,35.6931595156334
2.5,322.26159021093633,-290.0284649306067,32.723258437024555
2.51,4762.639383263965,-264.6039600632322,29.80034583049509
2.52,7755.993785811042,-202.01079421785715,27.329935698794195
2.53,8492.2017345734,-120.76981661593494,25.587452481402117
2.54,7147.690115433044,-42.57035736590272,24.646897853435462
2.5500000000000003,4680.44740500304,16.570330236277705,24.3943132291984
2.56,2294.829982917176,51.44671717587879,24.610726473927883
2.57,841.2854461800671,67.127294321365,25.077578548757028
2.58,487.5974219422269,73.77170866197648,25.653163195855367
2.59,795.8967234385511,80.18917938888036,26.290852797929105
2.6,1100.4302931706893,89.67081447192656,27.004452003396967
2.61,946.0998217299629,99.90346504642983,27.81256178398381
2.62,344.34143753339634,106.35567134274663,28.699638178600047
2.63,-366.77066456571714,106.24352520758502,29.613820990544955
2.64,-762.1798198035677,100.5987727857386,30.494792318109017
2.65,-673.4786657115752,93.42048035816289,31.307564140909374
2.66,-240.51005208348147,88.85053676918761,32.0578246304134
2.67,183.25892256669096,88.56428112160366,32.78017422626802
2.68,313.20847322177724,91.046618100546,33.50983757876686
2.69,109.89043755615964,93.16211265443569,34.25872682637906
2.7,-200.27885958359715,92.7101705442985,35.012147801160864
2.71,-346.10790428644555,89.97823672494829,35.74596188831957
2.72,-173.19444046627092,87.3817250011847,36.44959788846548
2.73,221.25373293090357,87.62202146350786,37.13799353768501
2.74,573.7667952134951,91.59712410422986,37.843918819196084
2.75,641.9847877060397,97.67588201882754,38.59633243056231
2.76,387.34001971549634,102.82250605593522,39.400830249081444
2.77,-36.18039132593553,104.57830419788303,40.23564512884878
2.78,-376.0257158054672,102.51727366222602,41.06476740305859
2.79,-452.60288832880246,98.37413064155467,41.8588783024546
2.8000000000000003,-318.7671924768333,94.51728023752649,42.60921868006576
2.81,-195.801315880076,91.94443769574194,43.32381963338344
2.82,-295.1917902489919,89.4894721650966,44.00983423677418
2.83,-653.8085313147692,84.7444705572778,44.65659893063413
2.84,-1090.6507956566847,76.02217392242052,45.233129992267465
2.85,-1344.1357735464037,63.84824107640508,45.70281965692528
2.86,-1238.9687608145068,50.93271840460053,46.04534083205867
2.87,-831.3540420335904,40.58110439036004,46.2703953963033
2.88,-353.33034279834004,34.657682466200384,46.41335638393316
2.89,-78.74980576919594,32.497281723362704,46.51538554885658
2.9,-120.3554095240594,31.501755646896427,46.60120383202935
2.91,-343.8983951008107,29.180486623772076,46.67009196816579
2.92,-460.76079900943,25.157190653220873,46.707071452778
2.93,-263.5505795181445,21.535633760583,46.7058328969728
2.94,204.03477902462856,21.23805475811542,46.68510283286846
2.95,671.6610959055075,25.616534132766102,46.68477889843626
2.96,800.5786105738727,32.977732665163,46.74286148126377
2.97,452.5392486937157,39.243321961500946,46.868446920625104
2.98,-193.73685829224823,40.537333913508284,47.03101344900015
2.99,-720.4886559519903,35.966206342287094,47.17646349452772
3.0,-774.2131696295181,28.492697214379554,47.26126422224949
3.01,-377.88642762946233,22.732199228084653,47.279801760939485
3.02,35.960262701272626,21.022568403443703,47.26108272110165
3.03,-232.58269641982525,20.039456234850938,47.22906088007164
3.04,-1620.9720958118285,10.77168227369267,47.14620098975127
3.0500000000000003,-3975.08479820488,-17.20860219639087,46.8784463081871
3.06,-6442.746543074235,-69.29775890278644,46.21368493017777
3.0700000000000003,-7803.63604298067,-140.52967183306095,44.93872503761603
3.08,-7081.152848589653,-214.95361629091258,42.945502054011186
3.09,-4107.099879775472,-270.8948799327382,40.31367827502847
3.1,319.9866061981606,-289.83044630062477,37.32250138564233
3.11,4763.759065944535,-264.4117179399113,34.37853411161744
3.12,7753.214776021741,-201.82684873007992,31.887104571876144
3.13,8494.62172761051,-120.58766621191866,30.123656837180306
3.14,7145.169609849305,-42.388709524619586,29.16223108370512
3.15,4674.67947671863,16.710535908220088,28.888671014545015
3.16,2289.008523339565,51.528975908511065,29.083719230760522
3.17,834.9995786793195,67.14901641860548,29.528723646434123
3.18,488.0080055546212,73.76405433977519,30.082122555224892
3.19,797.1121817577437,80.189655276337,30.697631647788935
3.2,1099.1215016393546,89.6708236933225,31.389199372424045
3.21,949.0694850495636,99.9117786267671,32.17542682210437
3.22,347.19324538001086,106.39309227891498,33.04091642074962
3.23,-367.4817769254311,106.29164962118787,33.93381842959887
3.24,-762.4230571936056,100.64212545059269,34.793644868432985
3.25,-674.4911998591544,93.45755416532889,35.585322550180024
3.26,-240.85567126553536,88.88081980970544,36.31452934795492
3.27,179.7519013099555,88.57530095992755,37.01580090204407
3.28,310.0405465410707,91.02426319918267,37.72422972922542
3.29,114.60157148157796,93.14747378929592,38.45186297209696
3.3000000000000003,-196.34447217191857,92.73875928584421,39.1843876667853
3.31,-343.33805269515307,90.04034666150885,39.89779178053945
3.3200000000000003,-170.44142280384364,87.47144928401387,40.58142400646573
3.33,224.7159336836612,87.74282183841297,41.25020788526747
3.34,574.1717391059997,91.73726020236127,41.93687025399399
3.35,645.936837559844,97.8378030856905,42.67032184258208
3.36,384.1281961197367,102.9881282540884,43.45607924178457
3.37,-42.378574981951104,104.69687635977732,44.27203174352962
3.38,-374.29043086486087,102.61353133054327,45.08204086307132
3.39,-452.9643232877471,98.47725755978023,45.85705733348533
3.4,-315.98586590017806,94.6325066138406,46.58849312358167
3.41,-202.33817369311296,92.04088641587416,47.2842507882866
3.42,-297.404674015461,89.54217217733128,47.95120525084637
3.43,-650.5690403139462,84.80230360568424,48.57881299161266
3.44,-1088.8784015291108,76.10506639646896,49.136433092415295
3.45,-1343.6436391784137,63.94245619293133,49.587487351835485
3.46,-1240.4526160581531,51.0219749167485,49.91149795984696
3.47,-828.9911407925126,40.67475613249517,50.1181317070177
3.48,-352.53898160790544,34.767105520493075,50.24286431020624
3.49,-78.72483005693032,32.610786462168896,50.32685500126894
3.5,-121.13092580260005,31.611507682871245,50.394726639634165
3.51,-339.2251558116698,29.309727274799897,50.44583615035041
3.52,-460.0970645593735,25.31311617294468,50.465355615751186
3.53,-267.9641120759065,21.672810289768282,50.44678382182442
3.54,201.36499041901,21.3398146814838,50.40853771194727
3.5500000000000003,669.4677875770724,25.693978571464214,50.39048814482095
3.56,800.1101623884646,33.0418683212919,50.430746542388306
3.5700000000000003,451.1691051128954,39.2982646587987,50.5384849712523
3.58,-188.5261759661788,40.61147930453228,50.683343522613605
3.59,-722.2935158200626,36.057380845601074,50.81135438424745
3.6,-776.289074726338,28.56446789286907,50.87879130980011
3.61,-378.3592488350433,22.791226275062165,50.87989193173656
3.62,31.801799088033,21.058439026327115,50.84364455695229
3.63,-232.71064135982743,20.053894814968142,50.79396019502798
3.64,-1626.0193481369508,10.760244867484252,50.69329073897302
3.65,-3976.497086009517,-17.25233730324809,50.40752612541024
3.66,-6445.252283547827,-69.36108415103482,49.724586723048134
3.67,-7800.90865836836,-140.59188886061577,48.43144774869993
3.68,-7083.840189290361,-215.01563309890938,46.42014308820779
3.69,-4109.929801198856,-270.9844830513555,43.77019179491917
3.7,316.21017240813893,-289.9530811953091,40.76067645381741
3.71,4760.950459812142,-264.5672780342077,37.798134284381476
3.72,7753.127191458141,-201.99688977785627,35.28798687809455
3.73,8493.320957704207,-120.76464903204453,33.50580828812483
3.74,7141.674611857561,-42.589671184235684,32.52559150360821
3.75,4678.176017920474,16.509581964654494,32.23321510222275
3.76,2289.80518403286,51.349487974421166,32.40964789965853
3.77,833.279253978658,66.96491016447875,32.836213790901276
3.78,486.1759503426208,73.56218618608514,33.371155026290836
3.79,796.8138687607823,79.97713528160216,33.968157375461125
3.8,1101.6646439776434,89.4695278452943,34.64131373764014
3.81,952.218573311909,99.73894393174206,35.40941931604269
3.82,339.27233434929406,106.19639847004807,36.25690054791138
3.83,-366.42441173126167,106.06063808313823,37.13159480202391
3.84,-759.8918594648858,100.42905672715749,37.973223059695016
3.85,-669.5329728153935,93.2819325657561,38.74706911612877
3.86,-242.22653309880843,88.72313503618508,39.4588089818678
3.87,182.68944944939585,88.42544961793803,40.14282914561272
3.88,315.25259407623014,90.91515983556616,40.83433453191584
3.89,112.47377985576684,93.05379170522615,41.5454083931717
3.9,-199.4886172951012,92.61871751802947,42.26140208459153
3.91,-346.7102091064565,89.88772338602168,42.95806461766624
3.92,-174.03246760004632,87.28401000248917,43.624703668185745
3.93,219.14926862897573,87.50959400763382,44.27617832979519
3.94,576.5662160880103,91.48817143121875,44.94531132120449
3.95,646.5487583486748,97.60374630340218,45.6613170553282
3.96,387.7096655902066,102.77503842309659,46.42989492406588
3.97,-45.41816963462902,104.48649590287448,47.22887158271724
3.98,-370.3626555439976,102.40759177698135,48.02202531101093
3.99,-452.0516050925027,98.29552047379885,48.780413167903504
4.0,-320.3020907297309,94.43375199468768,49.4953392325947
4.01,-201.7375999385628,91.82355354134621,50.1744926314735
4.0200000000000005,-301.36238822245485,89.30805360054113,50.82474991384702
4.03,-653.0913022902891,84.5357851479774,51.43549926205168
4.04,-1088.1559109848645,75.82954908160164,51.97613930353357
4.05,-1345.6050023828657,63.66074451476299,52.41022281765782
4.0600000000000005,-1245.8967038694548,50.703235983501386,52.71713250654841
4.07,-830.0189730861094,40.323657598723564,52.90640563958722
4.08,-348.37797287629763,34.43167286891153,53.01378138046579
4.09,-80.5517860194797,32.28702407443264,53.08063799085659
4.1,-122.80811795672128,31.270224554551632,53.131432112831504
4.11,-337.3952488748058,28.969207720393996,53.16546612783519
4.12,-461.07479337071527,24.97685750916639,53.16802047171309
4.13,-270.2790960038328,21.32008806229365,53.13250767357255
4.14,203.61190257016852,20.98675209512533,53.077321664987835
4.15,668.1143776610845,25.345383496281595,53.04243743123015
4.16,799.2890369992746,32.68240056958339,53.065913469801686
4.17,444.3807117320444,38.90074931323999,53.156710073119726
4.18,-192.6635777876648,40.15933498296189,53.284250442127735
4.19,-725.8009513765475,35.567012337140824,53.39456776783461
4.2,-778.5814391283874,28.04510038461615,53.444065189786166
4.21,-375.8594255115653,22.272896061416386,53.42717689615623
4.22,32.20675626501438,20.554632715183633,53.37310796733905
4.23,-229.1736311633325,19.569798340692042,53.30586147200532
4.24,-1626.0270259782346,10.293795054984207,53.187903541788785
4.25,-3974.80645305158,-17.710372340164867,52.885066552086066
4.26,-6438.144979703116,-69.77512950393836,52.185400847651216
4.2700000000000005,-7800.3208987011185,-140.96745889595954,50.87602946612347
4.28,-7085.786036962696,-215.39799357427862,48.848731192753405
4.29,-4113.882664963745,-271.3963370839108,46.18268574176514
4.3,320.8876819012531,-290.36131199922323,43.15702800886774
4.3100000000000005,4760.023033315069,-264.95675842314165,40.178535468472134
4.32,7755.102132989921,-202.38113259161668,37.652636783331346
4.33,8494.430467843837,-121.13346958744789,35.85488845357385
4.34,7148.583991714954,-42.918397289653925,34.8594559735924
4.3500000000000005,4678.716111147562,16.21810322465865,34.552324730751096
4.36,2290.9912395769416,51.06663997828117,34.71430470453195
4.37,838.756169589061,66.71537702411118,35.1266987155962
4.38,488.8600557464079,73.35345815078853,35.64790767701334
4.39,792.3434563807699,79.75947571142441,36.23140498459279
4.4,1101.9927400983418,89.23115669381997,36.890976355885904
4.41,947.4639910960908,99.47844034979214,37.64535171939844
4.42,339.8574937555614,105.9150477740504,38.47895756421756
4.43,-362.9148288382717,105.79976109863684,39.33984395053809
4.44,-766.3471489552495,100.15345120966923,40.16776196201922
4.45,-668.0808552648265,92.98131118856885,40.92776859514036
4.46,-242.7556661668235,88.4271285814106,41.625636740020305
4.47,185.20700291619477,88.13938526515746,42.29592696270689
4.48,313.2032293957284,90.63143642671707,42.97383216581045
4.49,111.34554670656114,92.75418030722852,43.67130644823278
4.5,-200.81191629386925,92.30684845929198,44.37362853410506
4.51,-345.03800325463993,89.57759886154943,45.05663551685572
4.5200000000000005,-170.34802504765028,87.00066872003798,45.70982922048984
4.53,225.29499717938063,87.27540358069663,46.348303534083534
4.54,575.288166832032,91.2783194007537,47.00486678824583
4.55,649.0735111050124,97.40012779043893,47.708517729080796
4.5600000000000005,380.6852444592948,102.54892156826047,48.464721660994904
4.57,-41.76657668452391,104.24351490713433,49.251190424155006
4.58,-370.0329523472306,102.18451726197556,50.03191393207554
4.59,-450.7085255745786,98.08080987236652,50.778074364908534
4.6000000000000005,-322.8761080064993,94.21288670446113,51.480845133553714
4.61,-197.06266771966185,91.61319282583032,52.14792565354915
4.62,-298.890563446708,89.13342666999847,52.78640045727316
4.63,-650.4764600073895,84.38659155272798,53.385730545644854
4.64,-1088.3093962182315,75.69266227159987,53.91519618069266
4.65,-1341.9555432172965,63.54133757442223,54.33830934902314
4.66,-1241.3698918982382,50.624710398844556,54.63459389094503
4.67,-829.6591756381349,40.269565061162695,54.81361994190382
4.68,-348.3464404226921,34.37953698085856,54.91093112485338
4.69,-74.16888697040365,32.26696034389308,54.967942793419745
4.7,-119.63532525914908,31.297939282745318,55.009338455095175
4.71,-343.09384704982904,28.984293421200427,55.03419587052182
4.72,-459.6669952357087,24.970489209772737,55.027449934758295
4.73,-267.27411324670976,21.335783667360644,54.98268639264823
4.74,204.31718224513168,21.020999012352753,54.918497954516575
4.75,671.1662155641604,25.398416001399212,54.87484205443741
4.76,802.6315868349667,32.76740501339485,54.88984280371383
4.7700000000000005,449.8551919744964,39.02983890744216,54.97258487820143
