Time (s),Acceleration_RawUnits_s2,Acceleration_mm_s2,Acceleration_g
0.0,19.507961632140955,596.0766054265291,0.060762141225945886
0.01,23.58600393154387,720.6834534638405,0.0734641644713395
0.02,16.226726641677562,495.81664738459216,0.050541962016778
0.03,-31.777742503227735,-970.9865764875141,-0.09897926365825832
0.04,-132.19055814775436,-4039.1559434036053,-0.41173862827763563
0.05,-264.15510363625265,-8071.405944441052,-0.8227732868951123
0.06,-376.7745994500512,-11512.55720541823,-1.1735532319488513
0.07,-386.5966242961564,-11812.674631271444,-1.204146241719821
0.08,-239.3704554175721,-7314.097248870258,-0.7455756624740324
0.09,-17.340016537193392,-529.8338386364647,-0.054009565610241055
0.1,123.71401789297373,3780.1505467297525,0.38533644716918986
0.11,186.6946577072906,5704.5589855005455,0.5815044837411362
0.12,276.70066100682635,8454.742419653026,0.8618493801888916
0.13,361.6143558053952,11049.327538498184,1.1263330824157172
0.14,353.5233124261254,10802.101213020498,1.101131622122375
0.15,268.10854533820515,8192.205552000712,0.8350872122324885
0.16,156.84024640960118,4792.340862515592,0.48851588812595226
0.17,61.630241002844635,1883.146252864697,0.19196190141332284
0.18,17.23561739507921,526.6438648496425,0.05368438989292992
0.19,23.890408904298358,729.9847165202276,0.0744123054556807
0.2,48.04735690746268,1468.1136832835816,0.14965480971290332
0.21,57.905773914124445,1769.343091820469,0.18036117143939542
0.22,33.78124147261617,1032.2046005521609,0.10521963308380844
0.23,-15.985554700768452,-488.44750474570264,-0.04979077520343554
0.24,-57.55045692994479,-1758.486183970535,-0.179254453004132
0.25,-65.25699675188834,-1993.9637896410325,-0.2032582864058137
0.26,-40.209496479919565,-1228.6235035530976,-0.1252419473550558
0.27,-1.5774468044465895,-48.19976346920134,-0.004913329609500646
0.28,28.275310404237214,863.9678179072481,0.08807011395588665
0.29,31.18001573431145,952.7227029928498,0.09711750285350151
0.3,7.839361912055331,239.5360584239129,0.02441753908500641
0.31,-16.692004247351836,-510.0334631135283,-0.05199117870678168
0.32,-18.02813112940486,-550.8595622873706,-0.056152860579752356
0.33,-0.8064834501462522,-24.642549865579927,-0.0025119826570417867
0.34,20.75879203256409,634.2964232172361,0.06465814711694558
0.35000000000000003,35.07144273501144,1071.6274169031271,0.10923826879746454
0.36,28.314895414150282,865.1773598768141,0.08819341079274354
0.37,8.015907253301778,244.9304994064432,0.02496743113215527
0.38,-4.577865916866533,-139.8792363486996,-0.014258841625759388
0.39,-7.1481977080684755,-218.41715219098117,-0.022264745381343647
0.4,-7.691155071157418,-235.0075160631433,-0.023955913971778115
0.41000000000000003,-8.4458742031654,-258.0683784300539,-0.0263066644678954
0.42,-15.77602681171674,-482.0452636913448,-0.04913815124274667
0.43,-35.165961413513074,-1074.5154876351216,-0.10953266948370251
0.44,-62.74195969844558,-1917.1154352302815,-0.19542461113458526
0.45,-82.185163695012,-2511.2133351253665,-0.2559850494521271
0.46,-75.90637152202694,-2319.361352061934,-0.2364282723814408
0.47000000000000003,-46.237387656243456,-1412.8090672741055,-0.14401723417676915
0.48,-12.447690673078231,-380.3461038996126,-0.03877126441382392
0.49,4.297443465770151,131.31077256519904,0.013385399853740983
0.5,-4.279336475343593,-130.75750341327642,-0.013329001367306465
0.51,-22.91423692600868,-700.1572394058207,-0.07137178791088897
0.52,-28.908335966346126,-883.3102656383538,-0.09004182116598917
0.53,-17.075016502660578,-521.7366153590732,-0.05318416058706149
0.54,5.080308476529611,155.23164789396031,0.015823817318446516
0.55,29.4985631486788,901.3449850985189,0.09188022274194892
0.56,41.79684103862767,1277.125698402512,0.13018610585142834
0.5700000000000001,22.22063504386197,678.9638485624491,0.06921140148444946
0.58,-22.044898005388454,-673.5941057202027,-0.06866402708666694
0.59,-48.55821808058017,-1483.7233302399495,-0.15124600716003564
0.6,-35.14536989019447,-1073.8863022003866,-0.1094685323343921
0.61,-0.7193021470171419,-21.978676714412668,-0.0022404359545782535
0.62,15.971947375621852,488.0317253662232,0.049748391984324486
0.63,-21.842944815464964,-667.4233138058738,-0.06803499631048662
0.64,-123.29549777202357,-3767.362431922942,-0.3840328676781796
0.65,-255.0213731936642,-7792.319736473072,-0.7943241321583152
0.66,-375.4959281408176,-11473.48669319165,-1.1695705089899744
0.67,-423.6533874356808,-12944.964616090247,-1.319568258520922
0.68,-326.51864854529174,-9976.95870555058,-1.0170192360398145
0.6900000000000001,-121.69292593485658,-3718.3949591206174,-0.3790412802365563
0.7000000000000001,90.40815161115809,2762.4712992298305,0.28159748208255153
0.71,276.61688040298185,8452.182456757779,0.8615884257653189
0.72,392.2438683408054,11985.229310413499,1.2217359133958714
0.73,392.1006440267923,11980.853011929763,1.2212898075361633
0.74,327.6723221182879,10012.209842503242,1.0206126241083835
0.75,250.61778304569305,7657.7655930628425,0.7806081134620635
0.76,154.02719603364278,4706.386545472418,0.479753980170481
0.77,60.162523201394016,1838.299320042595,0.1873903486281952
0.78,14.683455328054363,448.6611350238833,0.04573508002282194
0.79,17.15880810152432,524.296914213243,0.05344514925721131
0.8,32.41547975278286,990.4729924461428,0.1009656465286588
0.81,38.2808203274283,1169.6917322269758,0.11923463121579773
0.8200000000000001,29.388688571252562,897.9877063438282,0.0915379924917256
0.8300000000000001,5.147499922579676,157.28471985660119,0.016033100902813575
0.84,-27.320687862695404,-834.7987958045818,-0.08509671720739875
0.85,-44.5517394855819,-1361.3031509483358,-0.13876688592745523
0.86,-33.179008353990504,-1013.8030330385986,-0.10334383619149833
0.87,-2.832233085264966,-86.54045538309619,-0.008821657021722343
