Time (s),Acceleration_RawUnits_s2,Acceleration_mm_s2,Acceleration_g
0.0,6.823355003450881,208.49140288322135,0.02125294626740279
0.01,9.205099852188837,281.2669399279922,0.028671451572680143
0.02,8.668055942301848,264.85726490366756,0.026998701825042565
0.03,-4.6660089601084795,-142.57249600331465,-0.014533383894323614
0.04,-40.65173100758866,-1242.1362252318756,-0.12661939095126154
0.05,-104.24249715776422,-3185.1874131539066,-0.3246878096996847
0.06,-175.90413077592854,-5374.848440375594,-0.5478948461137201
0.07,-219.51855543040665,-6707.5114159290915,-0.6837422442333426
0.08,-217.6914624705974,-6651.683575490476,-0.6780513328736469
0.09,-137.65792633967928,-4206.214415934644,-0.42876803424410237
0.1,35.46260345371222,1083.57954997454,0.11045663098619164
0.11,205.85816688861064,6290.110654929769,0.6411937466798949
0.12,275.8432403381298,8428.543454776189,0.8591787415673995
0.13,257.731730140431,7875.136198735391,0.8027661772411204
0.14,198.11501897503484,6053.51446868162,0.6170758887544975
0.15,124.98949847699832,3819.1235645749484,0.38930923186288974
0.16,62.43356488457208,1907.6922603619246,0.1944640428503491
0.17,26.033311373586265,795.4622919706914,0.08108687991546293
0.18,15.28832490309342,467.14326092785444,0.0476190887795978
0.19,21.33370695714754,651.8632681350637,0.06644885505963952
0.2,29.89961211831796,913.5992591708265,0.09312938421720963
0.21,23.222456588748216,709.5750624339732,0.07233181064566496
0.22,-1.6546874123935351,-50.55989315646912,-0.005153913675481053
0.23,-24.63737898206217,-752.8088022296773,-0.07673891969721482
0.24,-31.01662996677476,-947.7303600958954,-0.09660859939815448
0.25,-23.3657243243004,-713.9526876869566,-0.07277805175198333
0.26,-10.756184008104087,-328.66117802540265,-0.03350266850411852
0.27,-0.5394321844574953,-16.482650080645687,-0.0016801885912992546
0.28,3.8051673094532115,116.26900112218145,0.011852089818774867
0.29,2.2741097458216633,69.48668667788415,0.007083250425880138
0.3,-2.0054176797233927,-61.27665132488144,-0.006246345700803409
0.31,-3.7481799196227765,-114.5277197662515,-0.011674589170871712
0.32,0.10223635566721316,3.1238886453870687,0.0003184392095195789
0.33,8.76876708701766,267.9345498810951,0.02731239040582009
0.34,18.612627032613045,568.719159329843,0.05797341073698706
0.35000000000000003,23.952256111710998,731.8744923022805,0.07460494315007957
0.36,22.693112955410424,693.4006736375406,0.07068304522299089
0.37,17.009892722668006,519.7467220815224,0.0529813172356292
0.38,8.792389704500225,268.6563520819513,0.027385968611819703
0.39,-1.3297932079546466,-40.632570243058645,-0.0041419541532169875
0.4,-9.203154156598073,-281.20748811827445,-0.02866539124549179
0.41000000000000003,-13.56471256457434,-414.47732836199367,-0.04225049218776694
0.42,-22.063077871361347,-674.14960162493,-0.06872065256115495
0.43,-37.399840312195415,-1142.7728984281932,-0.11649061146057016
0.44,-48.851224544858226,-1492.6763055373347,-0.15215864480502903
0.45,-48.05365158538314,-1468.3060206644848,-0.14967441596987613
0.46,-37.491549535316906,-1145.5751246902387,-0.11677626143631382
0.47000000000000003,-23.52737117851148,-718.8918971211841,-0.07328153895221041
0.48,-10.578108074558362,-323.2199689448388,-0.032948009066752174
0.49,-6.07371695696588,-185.58579590729076,-0.018918022008898142
0.5,-11.737893278351867,-358.6578501718626,-0.036560433248915655
0.51,-16.029739535214183,-489.79759690932224,-0.049928399277199005
0.52,-10.788538395200451,-329.64978429779154,-0.033603443863179566
0.53,-0.2382622780334608,-7.280236273244635,-0.0007421239830014919
0.54,11.46916245138077,350.4466304588568,0.03572340779397113
0.55,22.41430126215499,684.8814274547358,0.06981462053565095
0.56,25.87090118909932,790.4997585558125,0.08058101514330403
0.5700000000000001,12.626658323767886,385.8145598929076,0.039328701314261735
0.58,-10.423572450430578,-318.49804709648987,-0.0324666714675321
0.59,-24.768471398917125,-756.814403855801,-0.0771472379057901
0.6,-22.721783388742004,-694.2767146560057,-0.07077234604036754
0.61,-10.47985205014393,-320.21770153217557,-0.032641967536409335
0.62,-0.02156698112918544,-0.6589910900584439,-6.717544241166605e-05
0.63,-10.452382908630874,-319.37836665261,-0.032556408425342506
0.64,-47.98925896712679,-1466.338468439985,-0.14947384999388227
0.65,-101.72061993097809,-3108.1300534465527,-0.31683282909750793
0.66,-165.89607983834702,-5069.0468839494915,-0.5167224142660032
0.67,-226.61247785067548,-6924.270156548417,-0.7058379364473412
0.68,-231.34698300591185,-7068.935591847307,-0.7205846678743432
0.6900000000000001,-134.29822820885795,-4103.556973048437,-0.41830346310381616
0.7000000000000001,14.969035888146466,457.38720769336425,0.04662458794020023
0.71,136.00852148661414,4155.815934313209,0.42363057434385415
0.72,214.04171406702636,6540.16348538136,0.666683331843156
0.73,247.3807027738821,7558.85480697973,0.7705254645239276
0.74,226.17167806138534,6910.801274097885,0.7044649616817416
0.75,165.25472896065995,5049.45005157572,0.5147247758996656
0.76,90.05383249343662,2751.6448817438963,0.28049387173740026
0.77,30.08108283770166,919.1441978186618,0.09369461751464443
0.78,4.960879499172683,151.58242914138754,0.015451827639285171
0.79,6.72337144037657,205.43634956706185,0.02094152391101548
0.8,18.961072289809284,579.3660977441725,0.05905872556005836
0.81,26.035409547516704,795.5264028407881,0.08109341517235354
0.8200000000000001,15.34200004665047,468.78333475876434,0.04778627265634703
0.8300000000000001,-6.586960848603786,-201.26824815178233,-0.02051664099406548
0.84,-19.682697229466424,-601.4157486781406,-0.06130639639940271
0.85,-16.87916814083137,-515.7523598587363,-0.05257414473585487
0.86,-6.389475203203161,-195.2339645423188,-0.01990152543754524
