Time (s),Acceleration_RawUnits_s2,Acceleration_mm_s2,Acceleration_g
0.0,4.27261457490774,130.55211201106982,0.013308064425185506
0.01,2.2924042284584525,70.04568475845271,0.007140232900963579
0.02,-6.898407881083213,-210.7846852553204,-0.021486716132040815
0.03,-32.54951721555788,-994.5685815864906,-0.10138313777640068
0.04,-79.53048566270714,-2430.0981730271624,-0.2477164294625038
0.05,-159.0817275056103,-4860.8305626714255,-0.4954975089369445
0.06,-262.0953331080662,-8008.468511635356,-0.8163576464460097
0.07,-315.8650363534807,-9651.431666356355,-0.983836051616346
0.08,-233.53795950533285,-7135.882095996281,-0.7274089802238819
0.09,-47.28275270164949,-1444.7507769948454,-0.147273269826182
0.1,107.5460745197507,3286.1300547701603,0.33497757948727425
0.11,182.32269898972373,5570.971358019336,0.5678869885850495
0.12,226.68593415865809,6926.514654847885,0.706066733419764
0.13,246.0018242175113,7516.722406646179,0.7662306224919652
0.14,219.98798259135125,6721.855023624621,0.6852043856905832
0.15,162.09627523070296,4952.941743160368,0.5048870278450935
0.16,97.29860270788012,2973.012860518559,0.30305941493563293
0.17,43.97344269846697,1343.6329713420462,0.13696564437737474
0.18,20.275962937448853,619.5433119776038,0.0631542621791645
0.19,26.826854990690812,819.7094580488858,0.0835585584147692
0.2,43.26756175145205,1322.0643868499237,0.13476701191130722
0.21,46.06439817415489,1407.5232775436216,0.1434784176904813
0.22,26.49105946271764,809.4490391385945,0.08251264415276192
0.23,-1.191648673170932,-36.41148723577847,-0.0037116704623627395
0.24,-16.276687663711222,-497.343234168954,-0.05069757738725321
0.25,-15.108568818410086,-461.6507138958637,-0.04705919611578631
0.26,-7.6230913109062035,-232.9277900554673,-0.023743913359374855
0.27,-5.6579883177971,-172.88297637713362,-0.017623137245375495
0.28,-11.345476564281162,-346.6673394641466,-0.03533815896678355
0.29,-16.62579118669361,-508.0102862600825,-0.05178494253415724
0.3,-14.285461593496148,-436.50021535682674,-0.044495434796822296
0.31,-8.735693079473373,-266.9239552061308,-0.027209373619381326
0.32,-1.4073460665100743,-43.00224092114116,-0.004383510797262096
0.33,14.39864250256975,439.95852091185344,0.04484796339570372
0.34,32.6761600066553,998.4382224255786,0.10177759657753095
0.35000000000000003,32.93787476149242,1006.4350621567127,0.10259276882331424
0.36,14.340137250833592,438.1708604421375,0.0446657350093922
0.37,-4.0802514097127505,-124.67434863011181,-0.012708904039766749
0.38,-12.75277337984537,-389.66807549527516,-0.03972151636037463
0.39,-14.676336444321798,-448.44361357649933,-0.045712906582721646
0.4,-11.727693882678677,-358.34620197073735,-0.03652866482882134
